BS, S:37858
-6.97,6.15
-7.01,6.16
-6.74,6.15
-6.63,6.06
-7.22,6.06
-5.87,6.04
-5.65,5.95
-4.93,5.85
-3.87,5.83
-2.98,5.9
-2.51,5.89
-1.87,5.79
-0.94,5.69
0.03,5.67
0.8,5.49
1.49,5.33
1.98,5.16
BE,
BS, S:37872
2.06,5.16
7.81,5.28
30.48,6.54
51.53,9.71
68.51,18.66
87.61,23.71
33.35,25.45
32.22,27.07
18.95,27.46
17.56,27.4
15.08,26.57
10.83,24.91
14.31,23.94
28.79,25
45.77,26.65
50.7,29.45
33.96,35.55
25.57,31.58
-0.63,29.76
12.29,28.75
13.2,26.61
16.41,25.88
28.49,26.54
40.12,28.01
38.4,30.59
32.52,31.87
17.61,31.12
15.77,29.95
15.6,28.77
19.09,28.04
20.27,27.42
23.22,27.6
25.02,27.96
26.65,28.36
25.02,28.77
20.88,28.88
19.24,28.92
18.46,31.05
23.63,30.3
12.45,29.06
12.54,28.59
11.66,28.59
10.37,28.64
7.89,28.81
3.47,28.84
1.1,28.67
0.33,28.46
1.17,28.09
1.95,27.88
2.76,27.74
4.34,27.78
-62.45,27.65
-89.39,24.18
-60.52,15.62
-20.34,8.29
-2.8,6.99
-4.17,8.11
-10.03,9.73
-17,10.27
-25.8,8.99
-25.36,7.91
-19.99,7.02
-15.2,6.73
-13.23,6.63
-12.15,7.01
-14.38,7.23
-15.42,7.07
-16.68,6.95
-14.66,7.08
-15.03,6.7
-13.94,5.95
-11.79,6.28
-10.67,6.22
-11.71,6.91
-13.86,6.84
-12.68,6.47
-14.17,6.74
-14.81,6.76
-13.33,6.45
-13.91,6.46
-13.15,6.17
-13.52,6.32
-12.29,6.35
-12.9,6.39
-12.67,6.4
-12.3,6.37
-12.55,6.33
-12.5,6.21
-12.47,6.21
-11.04,6.09
-11,6.09
-10.54,6.08
-10.04,6.06
-9.48,6.05
-8.98,6.1
-9.48,6.14
-8.36,6.1
-8.85,6.11
-8.34,6.1
-8.35,6.1
-8.13,6.1
-8.32,6.1
-8.49,6.04
-7.28,6.07
-7.68,6.17
-7.12,6
-6.15,6.04
-6.07,6.22
-6.85,6.33
-7.65,6.25
-6.75,6.17
-7.12,6.16
-6.67,6.07
-6.74,6.06
-5.98,6.05
-6.22,6.05
-6.12,6.05
-5.3,6.03
-5.63,6.04
-5.27,5.95
-4.83,5.93
-4.02,5.76
-2.39,5.56
-0.71,5.52
0.65,5.49
1.24,5.33
1.93,5.14
BE,
BS, S:37873
2.16,5.14
8.05,5.24
30.64,6.5
52.29,9.65
69.89,18.88
89.24,23.77
34.02,25.35
36.38,26.93
23.02,27.41
20.45,27.15
17.3,26.39
13.24,25.21
14.45,24.39
24.24,24.78
39.14,26.29
51,28.67
43.06,36.19
36.22,33.24
1.24,30.27
14.22,29.43
15.54,27.19
15.98,26.43
23.04,26.64
33.48,27.78
38.23,31.58
38.52,31.49
21.09,30.48
15.18,29.33
16.43,29.1
19.69,28.08
21.99,27.72
23.23,27.91
23.29,28.21
23.58,28.39
23.48,28.56
22.55,28.73
21.18,29.17
22.92,30.83
20.08,29.44
12.86,28.46
13.43,28.62
12.78,28.43
10.56,28.85
5.15,29.01
0.87,29.02
-2.6,28.85
-4.31,28.74
-5.08,28.53
-4.5,28.4
-4.76,28.38
-5.18,28.39
-69.89,28.43
-97.28,25.02
-67.35,15.65
-18.52,8.21
-3.75,7.54
-7.04,8.49
-15.11,10.22
-17.22,9.86
-26.57,8.74
-21.79,7.18
-18.48,6.82
-14.25,6.78
-15.15,7.08
-16.7,7.16
-15.75,7.13
-16.95,6.89
-16.11,6.83
-17.2,7.09
-15.81,6.79
-14.71,6.11
-13.92,6.2
-12.7,6.73
-14.48,6.94
-14.79,6.99
-16.67,6.97
-15.81,6.46
-14.7,6.19
-13.72,6.31
-12.75,6.44
-13.31,6.18
-14.33,6.68
-15.8,6.69
-15.43,6.4
-14.8,6.12
-14.55,5.96
-12.2,5.95
-11.46,6.01
-10.84,6.37
-9.98,6.02
-8.97,6.15
-8.84,5.87
-5.57,5.2
-1.08,5
0.52,5.24
0.99,5.77
-2.26,6.9
-8.78,7.56
-13.51,7.26
-14.01,6.31
-12.18,6.14
-9.44,5.67
-8.26,6.02
-10.04,6.54
-11.83,6.97
-12.85,7.33
-14.59,7.21
-15.05,6.36
-10.46,5.12
-3.81,4.58
0.78,4.87
0.48,5.87
-0.8,6.31
-2.33,6.53
-6.03,7.86
-9.36,6.77
-9.03,5.91
-6.01,5.32
-3.65,6.19
-5.43,7.68
-11.78,7.76
-13.2,6.51
-9.35,5.18
-4.32,4.79
0.23,4.9
1.73,5.31
1.11,6.63
-4.14,8.22
-10.03,7.24
-10.39,6.01
-6.88,5.38
-2.56,5.28
0.01,5.47
0.91,5.85
-3.84,7.18
-6.23,6.44
-10.28,7.03
-10.61,5.96
-7.3,5.22
-2.21,5.03
0.78,5.49
-0.64,7.19
-5.37,7.33
-8.16,6.56
-6.99,5.69
-3.69,5.48
-1.8,5.39
0.03,5.59
0.39,5.82
0.29,6.05
-2.52,7.66
-8.11,8.01
-11.06,6.74
-9.94,5.92
-6.14,5.47
-3.01,5.31
-0.57,5.49
0.35,5.82
0.16,6.13
-0.23,6.02
-0.29,6.1
-1.02,6.32
-1.56,6.34
-2.52,6.21
-2.6,6.05
-2.4,5.9
-4.68,6.94
-4.92,6.29
-4.46,5.94
-2.72,5.66
-1.81,5.8
-0.72,5.86
-5.35,7.62
-8.41,6.98
-8.81,5.91
-5.51,5.29
-1.28,5.18
1.07,5.43
-1.01,6.92
-3.59,6.63
-4.58,6.19
-4.25,5.86
-2.89,5.73
-1.33,5.61
0.55,5.58
0.97,5.49
1.51,5.39
1.93,5.25
BE,
BS, S:37874
2.06,5.25
7.8,5.36
29.51,6.6
50.53,9.7
67.59,18.16
74.68,24.71
13.75,26.74
13.88,27.03
7.83,26.83
10.01,26.71
7.42,25.48
6.94,24.72
13.14,24.75
24.42,26.41
27.29,28.02
22.78,28.67
11.56,29.53
10.96,33.39
12.83,28.84
4.93,27.31
9.64,25.98
19.28,25.73
37.68,26.8
45.78,29.39
18.39,31.86
15,30.19
21.32,29.13
20.91,29.74
17.8,29.09
12.69,29.24
13.14,26.78
17.81,26.24
34.01,27.8
50.18,30.93
53.09,34.74
29.94,32.26
16.26,30.93
16.78,30.7
19.74,30.01
15.63,28.9
14.01,27.98
14.43,27.54
16.5,27.84
17.63,28.31
16.69,28.86
13.7,29.77
16.58,33.53
7.73,29.86
-5.02,28.91
1.17,28.81
0.84,28.47
-64.02,28.39
-93.91,24.65
-67.39,15.62
-16.87,7.39
2.63,5.5
2.91,6.48
1.03,7.83
-2.37,8.41
-9.19,8.7
-15.09,8.42
-14.15,6.88
-8.62,6.07
-7.77,6.88
-6.49,7.47
-7.46,6.69
-6.05,6.28
-3.87,6
-1.7,6.02
-0.19,6
0.09,6.16
0.07,6.25
-0.31,6.96
-5.99,9.07
-10.76,7.53
-13.78,6.94
-15.32,7.47
-15.15,7.02
-14.2,6.09
-9.49,6.1
-7.76,6.07
-6.77,5.79
-6.05,5.6
-3.12,5.48
-0.52,5.5
-1.56,7.48
-6.86,8.02
-13.26,7.87
-16.42,7.17
-15.93,6.43
-14.04,5.86
-10.89,5.75
-8.59,5.76
-7.27,5.89
-6.59,6.05
-6.69,6.22
-7.25,6.32
-7.56,6.33
-7.59,6.17
-7.8,6.09
-7.3,5.99
-6.64,5.98
-5.89,5.96
-5.56,6.03
-5.48,6.03
-5.24,6.03
-5.28,6.08
-5.16,6.11
-5.26,6.1
-5.02,6.08
-5.28,6.08
-5.29,6.03
-5.14,6.03
-4.43,5.94
-3.78,5.99
-3.85,5.99
-3.49,6.07
-3.69,6.08
-3.7,6.08
-3.44,6.02
-3.5,6.14
-3.68,6.24
-4.12,6.17
-4.01,6.08
-3.82,5.92
-3,5.9
-2.33,5.88
-2.07,5.96
-2.1,6.03
-2.23,6.05
-2.31,6.13
-2.6,6.16
-3.02,6.22
-3.4,6.18
-3.69,6.16
-3.91,6.17
-3.91,6.09
-3.77,6.08
-3.73,6.08
-3.81,6.16
-4.08,6.17
-3.79,6.16
-3.87,6.08
-3.94,6.08
-3.74,6.08
-3.82,6
-3.62,6
-3.47,5.99
-3.32,6
-3.31,5.99
-3.23,5.98
-2.81,5.9
-2.36,5.88
-1.88,5.94
-1.56,6.02
-1.33,6.08
-1.36,6.03
-1.08,5.87
-0.35,5.78
0.39,5.66
0.84,5.5
1.47,5.33
BE,
BS, S:37875
2.13,5.14
7.99,5.23
31.21,6.42
53.76,9.54
71.23,19.01
86.97,23.5
26.18,25.2
30.68,26.57
20.46,27.31
13.34,27.38
8.37,26.65
5.9,24.15
9.53,23.52
28.04,24.08
51.28,26.98
58.98,33.03
44.85,36.37
2.88,31.67
3.14,30.89
3.6,29.39
1.79,26.79
1.33,24.12
14.24,24.76
43.58,26.79
70.99,33.79
58.25,35.37
14.89,34.12
3.16,32.64
1.37,31.84
3.47,28.9
1.19,26.52
4.12,25.57
19.6,26.32
38.12,28.44
40.44,30.58
19.52,31.76
12.96,30.6
3.74,29.88
8.02,28.81
8.24,27.58
9.65,27.36
13.19,27.44
17.05,28.03
18.07,28.62
15.25,28.83
11.22,28.63
9.53,28.46
9.97,28.4
9.89,28.29
9.94,28.35
9.8,28.35
-64.66,28.12
-90.42,24.19
-68.7,15.3
-15.62,7.26
1.8,6.19
2.91,7.78
-5,9.66
-16.28,10.4
-25.67,9.27
-25.78,7.77
-19.06,7.04
-14.26,6.83
-12.85,6.82
-12.93,6.92
-13.09,6.92
-13.69,6.86
-14.31,6.77
-12.92,6.56
-12.78,6.39
-11.41,6.28
-11.23,6.26
-9.91,6.3
-10.11,6.32
-10.46,6.32
-9.18,6.3
-9.4,6.23
-9.38,6.29
-9.61,6.25
-8.76,6.19
-8.71,6.19
-8.5,6.19
-7.97,6.18
-8.19,6.18
-8.13,6.18
-8.69,6.12
-7.73,6.17
-8.14,6.18
-8.06,6.18
-8.02,6.18
-7.53,6.16
-7.21,6.16
-7.36,6.08
-6.3,6.07
-6.75,6.08
-6.52,5.99
-6.74,6.08
-5.89,6.08
-5.85,6.04
-5.04,6.02
-4.58,6.1
-4.61,6.09
-4.68,6.1
-4.63,6.02
-4.22,6
-3.85,6
-3.28,5.99
-3.07,5.97
-2.67,5.89
-2.19,5.8
-1.16,5.77
0.02,5.67
0.69,5.57
1.06,5.48
1.73,5.39
BE,
BS, S:37876
2.04,5.31
7.51,5.42
28.57,6.69
49.36,9.71
63.97,18.19
82.81,24.49
33.63,25.81
33.59,26.76
19.55,27.47
19.42,27.22
17.6,26
13.53,24.72
17.45,24.36
29.06,25.08
43.33,26.84
46.52,29.29
35.81,34.41
23.59,31.77
2.18,29.87
11.93,28.51
14.47,26.5
18.19,26.42
26.81,26.93
29.97,28.55
25.58,29.7
19.77,29.25
19.89,29.64
21.83,28.75
20.66,28.03
21.7,28.05
21.81,27.92
22.86,28.05
23.76,28.24
23.56,28.4
23.31,28.62
23.5,29.39
25.81,32.43
22.03,29.55
13.34,28.78
15.54,28.56
16.04,28.26
15.54,28.41
13.21,28.6
9.59,28.55
7.83,28.55
5.89,28.46
5.78,28.34
4.74,28.26
4.21,28.24
3.81,28.23
3.07,28.25
-64.65,28.16
-94.91,24.66
-66.84,15.43
-17.82,7.72
0.88,6.57
0.66,8.29
-7.49,9.27
-18.37,10.29
-25.24,8.26
-21.36,7.1
-14.91,6.77
-11.22,6.35
-10.83,7
-12.62,7.33
-14.79,7.25
-16.6,7.2
-16.21,6.98
-16.73,6.77
-15.48,6.56
-13.96,6.44
-14.55,6.43
-13.51,6.4
-13.3,6.39
-12.81,6.38
-12.96,6.38
-13.03,6.4
-11.71,6.33
-12.14,6.36
-11.74,6.32
-11.29,6.26
-11.37,6.26
-11.96,6.27
-12.08,6.28
-10.42,6.25
-10.96,6.25
-10.91,6.25
-10.47,6.24
-10.3,6.17
-10.13,6.15
-10.2,6.14
-9.05,6.12
-9.32,6.13
-9.06,6.12
-8.34,6.02
-8.13,6.1
-7.42,6.08
-8.43,6.17
-6.96,6.16
-7.58,6.17
-7.59,6.08
-6.55,6.08
-6.61,6.07
-6.76,6.08
-6.81,6.14
-6.29,6.13
-6.61,6.08
-6.6,6.06
-5.8,6.04
-5.96,6.04
-4.61,5.94
-4.28,5.92
-3.19,5.82
-2.44,5.8
-1.53,5.7
0.19,5.58
1.09,5.34
1.87,5.14
BE,
BS, S:37877
1.96,5.14
8.52,5.24
30.44,6.48
52.76,9.73
70.18,19.64
85.02,23.5
39.32,25.63
35.15,27.73
23.02,27.62
18.12,27.28
15.95,26.63
12.07,24.94
13.42,24.84
22.25,24.66
36.82,26.18
49.43,27.97
44.68,39.56
-37.8,38.55
-101.63,31.46
-62.06,18.57
-13.83,8.5
0.11,4.94
2.87,5.23
3.62,6.08
3.31,6.27
3.42,6.14
3.31,6.02
3.34,5.93
BE,
BS, S:37878
3.14,6
7.04,6.09
25.87,7.22
45.5,10.8
65.98,18.14
75.64,21.52
39.93,24.19
35.74,26.28
23.62,26.82
23.11,27.12
18.52,26.71
15.75,26.13
14.03,25.52
16,25.94
20.32,26.89
20.6,28.03
18.31,32.07
20.04,30.67
3.56,28.99
4.57,28.33
5.87,28.02
5.97,27.86
5.21,27.86
4.95,27.78
5.05,27.77
5.32,27.79
6.19,27.78
7.29,27.74
8.27,27.85
9.33,27.86
9.86,27.87
11.78,28.04
13,28.14
13.17,28.27
12.57,28.26
11.55,28.34
10.74,28.26
9.62,28.18
10.27,28.16
9.89,28.16
9.56,28.24
9.47,28.23
8.42,28.24
7.49,28.23
7.48,28.24
6.51,28.24
5.82,28.26
4.29,28.26
3.75,28.24
3.33,28.16
2.69,28.16
-68.62,28.07
-92.85,24.31
-65.96,15.21
-13.33,7.27
0.85,6.77
-0.91,8.84
-13.05,10.28
-24.34,10.31
-29.87,8.45
-23.55,7.27
-14.36,6.73
-13.52,7.05
-14.86,7.34
-16.86,7.7
-19.57,7.56
-19.83,7.02
-17.8,6.48
-14.51,6.52
-14.44,6.65
-15.23,6.7
-14.28,6.73
-15.07,6.62
-14.78,6.44
-13.93,6.33
-13.26,6.16
-12.8,6.25
-12.94,6.3
-12.21,6.2
-11.98,6.12
-11.79,6.19
-10.46,6.16
-10.63,6.16
-10.16,6.22
-9.8,6.21
-9.95,6.24
-9.87,6.27
-10.6,6.27
-9.85,6.33
-10.36,6.25
-10.77,6.19
-9.47,6.24
-10.11,6.17
-9.61,6.05
-8.71,6.1
-9.08,6.22
-8.95,6.28
-10.01,6.24
-8.74,6.25
-9.3,6.21
-9.66,6.11
-8.62,6.11
-8.87,6.03
-8.27,6.02
-8.05,6.01
-7.84,6.08
-7.41,6.01
-7.15,6
-6.36,6.05
-6.04,6.05
-6.52,6.08
-5.52,6.03
-5.77,5.98
-4.9,5.94
-4.69,6.01
-4.51,6.01
-3.98,6
-3.82,6
-3.31,5.99
-3.06,5.91
-2.7,5.89
-2,5.79
-1.02,5.69
0.31,5.51
1.04,5.35
1.75,5.22
BE,
BS, S:37879
2.05,5.15
7.95,5.26
30.11,6.51
52.52,9.65
70.49,19.14
87.21,23.19
30.53,24.79
36.02,26.43
25.5,26.76
23.7,26.83
18.19,26.68
13.77,25.48
13.88,24.44
21.52,24.76
36.51,25.87
49.27,28.25
47.03,39.4
-30.41,38.45
-102.12,31.5
-63.44,18.58
-14.33,8.67
-0.45,5.31
2.22,5.39
3.25,5.83
3.42,5.84
3.35,5.59
3.29,5.47
BE,
BS, S:37880
3.31,5.53
8.01,5.61
28.83,6.84
48.57,10.44
70.14,16.82
74.8,21.2
41.49,24.77
29.04,25.87
24.67,26.35
23.47,26.47
22.69,26.26
19.57,26.16
17.83,25.91
18.1,26.11
19.05,26.66
20.76,27.32
20.77,28.23
20.89,31.57
20.98,29.01
8.74,28.18
11.91,28.3
13.12,27.84
13.2,27.95
13.01,28.05
11.37,28.22
10.83,28.22
8.75,28.29
6.84,28.32
5.89,28.22
4.67,28.14
4.35,28.07
3.99,28.05
3.78,28.12
3.82,28.13
3.21,28.13
3.35,28.05
3.67,27.96
4.2,27.86
5.18,27.82
6.27,27.85
7.83,27.98
9.09,27.95
9.18,28
10.23,27.96
11.21,28.05
10.82,28.19
11.15,28.25
10.13,28.3
9.49,28.33
8.65,28.18
7.91,28.17
-62.34,27.96
-89.54,24.13
-69.12,15.45
-17.5,7.44
2.24,6.51
-0.22,8.98
-9.6,9.75
-20.1,10.2
-28.32,9.17
-25.42,7.81
-20.29,6.91
-15.7,6.96
-15.99,7.01
-15.92,7.08
-17.72,7.27
-18.86,7.12
-17.59,6.8
-18.11,6.74
-17.18,6.77
-16.26,6.67
-16.44,6.66
-16.08,6.58
-15.8,6.48
-14.77,6.36
-14.5,6.35
-14.5,6.28
-13.08,6.31
-13.05,6.22
-12.75,6.21
-11.29,6.1
-11.26,6.09
-10.15,6.06
-9.51,6.13
-9.55,6.24
-9.41,6.21
-9.99,6.22
-9.06,6.12
-9.03,6.12
-8.9,6.07
-8.16,6.14
-8.75,6.11
-8.18,6.09
-7.51,6.08
-7.41,6.16
-7.51,6.19
-7.96,6.34
-7.92,6.34
-8.81,6.28
-9.44,6.23
-8.65,6.19
-8.85,6.11
-8.6,6.11
-8.17,6.1
-8.32,6.1
-7.81,6.08
-7.36,6.16
-7.49,6.25
-7.41,6.08
-6.66,5.96
-5.72,6.11
-6.16,6.32
-7,6.24
-6.44,6.23
-6.92,6.25
-6.88,6.08
-5.91,5.89
-5.26,5.79
-3.6,5.66
-1.96,5.54
-0.4,5.51
0.95,5.41
1.73,5.22
BE,
BS, S:37881
2.05,5.15
7.96,5.24
30.43,6.48
53.04,9.64
70.86,19.33
89.75,23.42
33.66,25.02
36.76,26.59
23.97,26.97
23.16,27.29
18.28,26.34
14,25.2
15.66,24.56
24.56,24.59
40.97,26.17
52.09,28.41
42.47,36.04
31.44,32.95
4.56,30.72
11.14,29.12
16.19,27.36
16.93,26.59
22.64,26.47
32.9,27.42
40.33,30.62
42.15,32.12
23.2,30.88
18.2,29.47
20.23,29.24
20.35,28.18
24.51,27.8
24.31,28.17
24.89,28.27
24.22,28.5
22.24,28.58
19.23,28.57
17.38,28.53
15.21,28.57
12.87,28.75
9.25,28.85
5.49,28.87
2.64,28.71
0.9,28.52
0.68,28.23
0.6,27.97
0.82,27.86
1.94,27.72
3.01,27.73
4.69,27.9
7.15,27.89
8.36,27.9
-60.26,27.72
-90.15,23.97
-68.76,15.6
-26.86,7.89
-1.79,6.74
-1.36,8.56
-12.63,10.29
-25.29,10.35
-28.97,8.54
-24.92,7.27
-17.72,7
-15.64,7.3
-17.17,7.58
-19.27,7.45
-20.2,7.13
-18.48,6.86
-17.7,6.71
-17.03,6.6
-15.32,6.55
-14.87,6.53
-14.83,6.45
-14.24,6.44
-14.17,6.3
-13.78,6.33
-12.96,6.31
-12.55,6.14
-12.05,6.12
-11.98,6.28
-11.23,6.35
-11.76,6.36
-12.02,6.33
-11.05,6.26
-11.78,6.19
-10.86,6.17
-9.64,6.06
-9.47,6.07
-8.9,6.07
-8.79,6.09
-8.36,6.1
-8.56,6.11
-8.38,6.02
-7.59,6
-7.69,6
-7.12,6.07
-5.85,6.14
-6.5,6.24
-7.03,6.3
-6.87,6.25
-7.4,6.16
-6.64,6.08
-6.2,6.05
-6.15,6.05
-5.67,5.96
-5.17,5.87
-4.23,5.94
-4.36,6.16
-4.93,6.12
-4.76,6.25
-5.79,6.25
-5.77,6.14
-5.47,6.03
-5.15,5.93
-4.34,5.85
-2.85,5.73
-1.47,5.7
-0.7,5.76
-0.25,5.84
0.02,5.84
0.41,5.66
0.93,5.49
1.45,5.31
BE,
BS, S:37882
2.03,5.22
8.01,5.34
30.02,6.59
51.59,9.57
68.26,18.58
88.43,24.05
44.96,25.27
39.5,27.05
26.36,27.61
22.13,27.44
19.3,26.47
15.21,25.22
17.18,24.4
27.1,24.8
42.78,26.43
51.98,28.54
40.6,35.59
35.7,32.42
4.21,30.27
15.42,28.96
16.77,27.01
19.39,26.6
26.49,26.8
37.92,28.6
42.81,32.04
30.3,30.94
15.4,30.12
16.91,29.34
21.14,28.62
23.04,28.07
23.49,28.01
23.79,28.16
22.33,28.42
21.46,28.62
17.85,28.7
14.55,28.68
11.39,28.68
8.54,28.59
6.16,28.59
4.35,28.58
2.77,28.49
1.34,28.33
1.08,28.3
-0.07,28.21
-1.07,28.22
-1.16,28.13
-1.6,27.98
-1.7,27.94
-0.66,27.85
-0.15,27.72
1,27.67
-61.28,27.61
-90.1,24.17
-71.25,15.6
-20.15,7.78
-1.37,7.17
-3.12,9.02
-14.5,10.27
-27.06,10.15
-30.4,8.37
-23.1,7.07
-16.98,6.73
-13.14,6.67
-12.99,7.39
-15.87,7.62
-19.71,7.45
-18.49,6.98
-18.77,6.67
-16.99,6.6
-14.47,6.44
-14.43,6.5
-14.98,6.54
-13.24,6.35
-13.42,6.32
-14.03,6.34
-12.52,6.14
-12.3,6.22
-11.89,6.21
-10.9,6.39
-11.63,6.55
-12.63,6.44
-11.76,6.36
-12.11,6.29
-12.4,6.22
-11,6.17
-10.9,6.15
-11.08,6.18
-9.86,6.08
-9.96,6.14
-10.04,6.14
-8.84,6.04
-8.59,5.97
-7.51,5.76
-5.76,5.77
-5.5,5.98
-5.77,6.27
-6.03,6.32
-6.83,6.34
-6.81,6.15
-6.66,6.35
-7.38,6.28
-6.93,6.07
-6.36,6.27
-7.49,6.47
-8.22,6.4
-8.74,6.41
-9.65,6.31
-9.69,6.27
-9.38,6.28
-9.69,6.22
-9.58,6.14
-8.9,5.98
-8.81,5.96
-7.95,5.92
-6.38,5.65
-4.27,5.67
-3.6,5.98
-4.06,6.53
-6.3,6.7
-6.46,5.91
-7.15,6.66
-8.09,6.42
-8.14,6.11
-7.03,5.83
-5.77,5.87
-4.47,5.83
-3.64,6.03
-3.63,6.28
-4.65,6.33
-5.83,6.33
-6.25,6.25
-6.5,6.22
-6.36,6.14
-5.96,6.05
-5.61,5.95
-5.09,6.02
-4.77,6.02
-4.68,5.98
-4.5,5.93
-3.6,5.98
-3.54,5.99
-3.51,6
-3.39,6.07
-3.42,6
-3.29,5.98
-2.84,5.91
-2.71,5.92
-2.35,5.88
-1.92,5.96
-1.66,6.04
-1.44,6.01
-1.38,6.03
-1.39,6.03
-1.02,5.94
-0.29,5.84
0.17,5.67
0.66,5.57
1.31,5.33
1.82,5.17
BE,
BS, S:37883
2.14,5.21
8.14,5.33
29.7,6.61
51.1,9.66
68.83,18.38
88.83,23.27
42.01,24.88
41.48,26.77
26.53,27.51
23.79,27.3
18.51,26.51
15.96,25.35
16.35,24.65
24.71,24.89
38.66,26.22
47.49,28.33
38.52,35.39
42.64,32.68
5.93,30.25
15.33,29.41
17.74,27.44
19.59,26.91
26.03,26.84
32.52,27.87
35.48,30.75
35.84,30.79
19.27,30.54
15.6,29.68
13.26,29.08
13.05,29.14
8.85,29.19
2.88,29.46
-4.91,29.68
-10.86,29.54
-9.39,29.35
-9.82,29.51
-10.26,29.69
-10.35,29.7
-10.69,29.63
-10.38,29.54
-8.45,29.47
-7.61,29.38
-6.79,29.35
-5.32,29.16
-4.97,29.06
-4.68,28.9
-3.54,28.79
-3.53,28.48
-2.69,28.37
-2.12,28.18
-2.27,28.1
-69.8,28.07
-94.43,24.63
-73.66,15.91
-21.38,7.94
-1.74,6.96
-1.8,8.36
-10.2,9.24
-18.78,9.74
-24.74,8.38
-19.37,7.1
-12.82,6.36
-8.62,6.04
-6.65,6.16
-4.9,6.1
-6.3,6.99
-9.78,7.6
-12.46,7.21
-13.96,7.03
-13.48,6.66
-12.56,6.23
-9.65,6.03
-7.75,5.84
-6.51,6.18
-6.49,6.18
-5.96,6.2
-7.22,6.66
-8.35,6.49
-8.26,6.2
-6.89,5.67
-4.83,5.54
-1.9,6.1
-3.91,7.06
-5.45,6.49
-4.84,5.8
-5.63,5.75
-6.98,5.78
-9.35,6.65
-9.47,6.75
-9.5,6
-6.22,5.32
-1.8,5.13
-2.11,7.32
-4.7,6.8
-5.99,6.15
-4.59,5.76
-3.08,5.72
-6.16,6.87
-6.72,6.27
-5.55,5.57
-2.37,5.45
-0.4,5.57
-1.58,6.94
-2.89,6.44
-3.57,6.17
-3.7,6.76
-7.64,7.21
-9.01,6.06
-7.12,5.45
-3.09,5.23
0.04,5.33
1.16,5.59
-0.71,7.42
-5.21,7
-6.19,6.24
-4.87,5.71
-2.77,5.71
-1.04,5.66
-2.68,6.27
-4.42,6.26
-4.65,5.9
-3.3,5.82
-4.8,6.91
-4.85,6.39
-4.35,6
-2.76,5.65
-1.49,5.77
-1.85,5.95
-2.14,5.98
-2.71,5.87
-2.22,5.88
-1.74,5.79
-0.39,5.76
-0.52,6.63
-0.91,6.17
-1,6.02
-1.7,6.39
-1.29,5.79
0.18,5.51
1.26,5.19
BE,
BS, S:37884
1.97,5.14
8.11,5.24
30.8,6.46
53.67,9.52
73.16,19.03
88.28,23.58
16.55,26.5
16.34,26.79
11.21,26.87
10.89,27.35
5.54,25.76
4.55,23.41
11.27,23.76
27.38,25.89
40.48,26.66
47.33,29.69
23.66,36.63
21.66,29.91
2.43,28.54
17.08,27.18
18.72,26.2
27.02,26.53
38.59,29.28
35.26,29.46
30.33,29.39
23.91,30.56
23.4,28.95
23.4,28.85
24.49,27.81
27.68,27.86
30.24,27.71
29.14,28.55
26.9,29.7
23.76,29.88
22.38,30.9
16.15,28.02
20.75,27.45
25.02,27.41
27.37,27.76
30.15,28.03
30.33,28.79
24.48,29.35
17.74,29.71
14.58,29.85
16.17,29.86
7.1,29.11
7.33,28.78
7.69,28.48
7.28,28.4
6.58,28.32
5.81,28.22
-63.72,28.06
-92.05,24.33
-67.84,15.5
-16.78,7.57
1.05,5.98
1.76,8.15
-5.78,8.76
-13.77,9.56
-18.54,8.89
-19.46,7.58
-16.48,6.33
-13.16,6.8
-11.85,7.3
-13.42,7.24
-12.43,6.01
-12.27,7.07
-11.2,6.39
-12.09,7.17
-13.09,6.75
-14.08,7.01
-14.63,7.18
-15.83,6.97
-15.49,6.86
-16.24,6.69
-15.61,6.51
-15.38,6.38
-14.02,6.18
-12.64,6.13
-12.37,6.2
-12.4,6.21
-10.68,6.16
-10.88,6.17
-10.67,6.16
-9.6,6.21
-9.68,6.17
-9.72,6.16
-9.02,6.12
-8.72,6.11
-8.45,6.03
-8.35,6.02
-8.03,6.01
-6.9,5.98
-6.28,6.04
-6.25,6.13
-6.02,6.2
-6.53,6.16
-6.5,6.14
-5.67,6.08
-6.04,6.05
-6.1,6.05
-5.19,6.03
-5.1,6.02
-5.34,5.88
-4.29,5.84
-3.18,5.81
-2.36,5.8
-1.83,5.94
-2.06,6.15
-3.2,6.49
-4.48,6.44
-5.39,6.33
-5.56,6.17
-5.59,6.05
-5,5.94
-4.19,5.92
-3.58,5.91
-2.9,5.81
-1.72,5.71
-0.79,5.68
0.11,5.75
0.69,5.58
1.21,5.34
1.98,5.08
BE,
BS, S:37885
2.07,5.08
8.21,5.19
30.62,6.45
53.16,9.54
70.56,18.66
89.48,23.53
30.92,25.47
34.12,27.28
23.45,27.09
24.99,26.86
20.31,26.16
16.71,25.57
17.24,24.26
25.38,25.03
38.91,25.61
49.21,28.09
42.71,36.11
44.27,32.19
7.61,30.16
18.25,29.29
21.27,27.86
22.32,27.19
24.74,26.95
29.99,27.34
34.7,31.6
39.62,30.98
24.32,30.37
16.08,29.15
20.79,28.72
24.79,28.26
27.18,28.03
26.26,28.22
25.43,28.24
24.21,28.54
23.2,28.76
21,29.51
20.71,32.21
14.02,29.82
6.19,28.84
7.24,28.73
6.5,28.42
6.48,28.39
4.81,28.32
3.3,28.23
3.14,28.2
